plane,manufacturing_year,type,manufacturer,model,engines,seats,speed,engine,fuel_cc
N8674A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8196.257217
N8683B,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8158.884204
N8688C,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8233.001668
N8694A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8939.938602
N8696C,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9085.099049
N8698A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8863.490899
N8709A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8335.864169
N870AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8738.692261
N8710A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8603.518442
N8718E,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8696.163969
N871AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8575.956619
N8721B,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8644.809042
N8733G,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8404.296208
N8736A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9048.787105
N8745B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8684.865976
N8747B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9152.78929
N87507,2008,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,27254.29184
N87512,2008,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28132.0921
N87513,2008,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,27750.73125
N8751D,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8792.061139
N87527,2010,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,27918.27724
N87531,2011,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28053.77491
N8758D,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8639.400913
N8771A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9124.910516
N8775A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9000.897606
N877AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9160.539939
N8783E,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8550.585229
N8790A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9088.787822
N8794B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8282.882901
N8797A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8546.659091
N8800G,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8331.534424
N8808H,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9081.75522
N881AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8939.047651
N8828D,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8295.906209
N8836A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9037.501846
N8837B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8544.665279
N8839E,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8493.295047
N8847A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8877.789583
N8855A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8314.190314
N8869B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9116.734979
N8877A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8342.113446
N8883E,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9144.58829
N8884E,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8881.707882
N8886A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8618.372638
N8888D,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8838.936132
N8891A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8679.880096
N8894A,,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,
N8896A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8505.707422
N8903A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8194.782472
N8905F,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8897.005445
N8907A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8802.879545
N8908D,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8263.264266
N8913A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8513.2067
N8914A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8886.054096
N8918B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8860.738105
N891AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,16032.86993
N8921B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8971.077037
N8923A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8427.622709
N8924B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8788.666054
N8928A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8647.507012
N892AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15679.30548
N8930E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8145.393683
N8932C,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8702.091499
N8933B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8304.644864
N8936A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8678.283145
N8938A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8721.607709
N893AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15207.78736
N8940E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8908.850712
N8942A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8399.232913
N8943A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8393.051686
N8944B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8216.819487
N8946A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9106.050579
N8948B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9089.293432
N894AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,16036.95707
N895AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15521.8718
N8960A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8287.251046
N8964E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8258.497651
N8965E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8250.244587
N8968E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8300.844794
N8969A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8390.564731
N896AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15536.73082
N8970D,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8696.767647
N8971A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8879.894671
N8972E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8540.137758
N8974C,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8405.090337
N8976E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8783.833128
N8977A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8900.095466
N8980A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8777.118834
N8982A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8812.839877
N8986B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8958.998847
N899AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15544.93585
N900DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,26034.96752
N900EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9028.345735
N900PC,1997,Fixed wing multi engine,BOEING,757-26D,2,178,,Turbo-jet,37237.96996
N900WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24957.89016
N901DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,26314.26299
N901WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24956.4053
N901XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14765.88145
N902DA,1994,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,26012.84926
N902DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,26076.84907
N902FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,15116.85322
N902WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25298.15769
N902XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14460.95608
N903DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,26788.41024
N903DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,26652.38183
N903FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14780.50238
N903JB,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan,148814.4557
N903WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25142.30598
N903XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14226.78655
N904DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,26108.58874
N904DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,26291.82951
N904DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26867.37444
N904FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14341.88451
N904WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25162.0203
N904XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14296.51283
N905DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,25841.46372
N905DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,25816.04146
N905DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,27344.47462
N905FJ,1986,Fixed wing multi engine,AVIONS MARCEL DASSAULT,MYSTERE FALCON 900,3,12,,Turbo-fan,17551.79402
N905WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24953.30512
N905XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14083.6014
N906AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15813.67056
N906DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,26004.8566
N906DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,25840.20997
N906DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,27035.77769
N906FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14593.13616
N906WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25585.30966
N906XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14493.10498
N907DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,26173.81456
N907DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,26695.65038
N907DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26889.38717
N907FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14892.26106
N907JB,2013,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,,Turbo-fan,149442.5124
N907WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25516.26075
N907XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14690.86657
N908DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,26412.55634
N908DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26110.06151
N908FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14564.41953
N908WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25309.97027
N908XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,15027.74897
N909DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,26082.17507
N909DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26520.99888
N909EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8566.593588
N909FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14643.83019
N909WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25072.43214
N909XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14640.06149
N910AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,16159.49329
N910DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet,26784.24235
N910DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26923.90207
N910DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,26028.87411
N910FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,15038.52482
N910FR,2002,Fixed wing multi engine,AIRBUS,A319-112,2,100,,Turbo-fan,15693.88592
N910WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25387.27965
N910XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14520.41263
N911DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,25924.48497
N911DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26568.73201
N911DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26701.7542
N911FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,15119.74862
N912DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26732.49495
N912DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,27348.73374
N912DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,25754.72499
N912FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14284.86038
N912WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25361.3907
N912XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14990.43763
N913DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,25783.02092
N913DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,27132.14865
N913DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,26417.20587
N913EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8646.530341
N913FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14510.12146
N913JB,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan,148790.8115
N913WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24833.34864
N913XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14256.43351
N914DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26331.88834
N914DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26944.83311
N914DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,25993.88574
N914FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14266.95303
N914WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24792.63169
N914XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14899.60551
N915AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15973.29075
N915DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,25933.90089
N915DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26744.47857
N915DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,25896.745
N915FJ,,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,
N915WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24998.858
N915XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14223.68474
N916DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26569.40994
N916DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26776.36565
N916DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,26394.67646
N916FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14868.68574
N916WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24721.37417
N916XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14397.81333
N917DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26513.61138
N917DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26704.49407
N917DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,25635.57108
N917FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14976.40093
N917WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25086.16494
N917XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,15034.58685
N918DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26562.61364
N918DH,1998,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,26180.03051
N918DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26621.90151
N918FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14439.71913
N918WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25196.18557
N918XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14652.49378
N919AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,16026.63175
N919DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26571.30059
N919DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26335.99622
N919DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet,25859.78146
N919FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,15115.36007
N919WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25004.16294
N919XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14644.13026
N920AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15661.41465
N920DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,25770.12241
N920DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26077.88914
N920DN,,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-fan,
N920FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14901.86548
N920WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25241.51246
N920XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14403.46128
N921AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15691.90791
N921DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,27032.37658
N921DN,,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-fan,
N921FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14876.82363
N921WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25392.74663
N921XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14490.596
N922AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15167.34971
N922DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26358.10213
N922EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8174.499118
N922FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14564.97463
N922WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25596.75238
N922XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14869.91775
N923AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15986.95321
N923DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,25908.31746
N923DN,,Fixed wing multi engine,BOEING,MD-90-30,2,142,,Turbo-fan,
N923FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14380.81031
N923WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25086.25501
N923XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14140.74745
N924AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15963.76603
N924DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan,26276.82329
N924FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14522.44003
N924WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24764.40217
N924XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14067.13547
N925AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15909.08664
